治家	12:2;23:1;7:1
几个	0:9;19:9;10:8;20:8;26:8;29:8;3:7;5:7;2:6;24:6;28:6;8:6;11:5;12:5;14:5;27:5;9:5;22:4;25:4;30:4;21:3;4:3;1:26;15:2;16:2;6:19;13:16;31:16;18:12;32:12;17:11;7:10;23:1
几乎	31:7;26:4;12:3;1:2;17:2;22:2;24:2;6:2;10:1;13:1;16:1;18:1;19:1;20:1;25:1;28:1;29:1;32:1;5:1;7:1;8:1;9:1
几件	26:2;1:1;12:1;16:1;20:1;27:1;29:1;30:1;5:1;6:1;7:1;8:1
几位	31:4;2:3;1:2;13:2;18:2;24:2;29:2;11:1;17:1;19:1;23:1;25:1;27:1;32:1;5:1
几分	30:8;6:7;18:6;11:5;26:5;12:4;13:4;20:4;8:4;14:3;16:3;19:3;2:3;21:3;22:3;23:3;28:3;4:3;0:2;10:2;17:2;27:2;32:2;5:2;7:2;3:11;1:10;29:1;9:1
几分收获	27:1
几分钟	4:1;5:1
几匹	1:2;11:1;22:1;29:1;3:1;5:1
几匹马	1:1;11:1;3:1
几十	1:1;12:1;17:1;6:1
几十万	6:1
几十万块	6:1
几十个	12:1;17:1
几千	1:3;0:1;2:1;24:1;28:1;4:1;5:1
几千个	1:1;2:1;24:1
几千块	0:1
几千次	5:1
几千种	1:1
几及	21:1
几双	1:1;32:1
几口	21:1;31:1
几句	0:9;21:9;24:7;17:6;30:5;32:5;5:5;7:5;11:4;18:4;26:4;1:3;10:3;13:3;14:3;2:3;20:3;4:3;6:3;8:3;31:20;19:2;22:2;25:2;27:2;3:2;16:1;23:1;28:1;9:1
几句话	21:5;24:5;2:3;26:3;31:3;32:3;1:2;13:2;18:2;22:2;30:2;4:2;5:2;7:2;8:2;10:1;11:1;17:1;19:1;25:1;28:1;3:1
几只	1:2;31:1;5:1
几名	31:2
几哩路	12:1
几回	1:1;13:1
几块	14:1;17:1;31:1;5:1;6:1
几声	2:1;25:1;3:1;30:1;31:1;4:1;5:1;8:1;9:1
几处	20:1
几多	4:1
几大	19:1;26:1
几大卷	19:1
几大杯	26:1
几天	4:3;19:2;23:2;30:2;31:2;8:2;10:1;11:1;13:1;24:1;25:1;26:1;3:1;7:1
几头	26:1;29:1
几套	1:1
几寸	17:1
几封	23:2;32:2;1:1;10:1;26:1;3:1;6:1
几封信	1:1;10:1;23:1;26:1;3:1;32:1;6:1
几小时	1:1;8:1
几尺	1:1
几岁	14:1;30:1
几年	14:1;17:1;24:1;31:1;32:1;4:1;8:1
几度	29:1;8:1
几张	1:1;23:1;5:1
几所	7:1
几手	16:1
几打	19:1
几招	24:1
几拳	9:2
几支	4:3;17:1;27:1
几方	22:1
几曾	5:1
几月	10:1
几本	14:1
几本书	14:1
几朵	12:1;7:1
几条	31:4;28:1
几杯	7:2;1:1;14:1;26:1
几杯酒	7:1
几枝	4:1
几枪	22:1
几样	1:1;8:1
几根	17:2;18:2;30:2;7:2;2:1;3:1;6:1;8:1
几桩	16:1
几桶	31:1
几棵	2:1
几次	4:3;1:2;13:1;16:1;17:1;18:1;21:1;26:1;29:1;30:1;7:1
几次三番	17:1;26:1;7:1
几步	16:2;11:1;12:1;26:1
几段	5:1
几毛	2:1;3:1
几毛钱	2:1;3:1
几注	32:1
几滴	15:3;2:2;0:1;10:1;29:1
几点	1:2;32:2;16:1;18:1;19:1;20:1;23:1;25:1;31:1;5:1;6:1
几点钟	1:2;32:2;16:1;18:1;23:1;25:1;31:1;5:1
几生	14:1
几百	1:2;4:2;11:1;17:1;5:1;7:1
几百万	4:2
几百个	17:1
几百年	5:1
几百条	1:1
几百次	11:1
几盅	17:1
几着	7:1
几种	0:1;15:1;18:1;3:1
几笔	0:1;14:1
几行	13:3;19:2;7:2;12:1;21:1
几行字	13:1
几跤	8:1
几辆	0:1;27:1
几辆车	27:1
几遍	31:1
几道	27:1
几重	2:1
几门	8:1
几阵	31:1
几面	1:1
几颗	17:2
几首	11:1
凡世	27:1
凡事	25:1;5:1;7:1
凡人	8:5;15:4;19:3;27:3;18:2;24:2;25:2;30:2;4:2;11:1;12:1;13:1;16:1;2:1;23:1;28:1;3:1;32:1;5:1
凡仑司	31:1
凡伦	11:1
凡伦丁	0:4;29:3;11:217;5:1
凡伦丁上	11:2;0:1
凡伦丁下	11:1
凡伦丁及	0:1;11:1
凡伦丁托	11:1
凡俗	2:3;8:3;12:1;20:1;22:1;24:1;29:1;6:1
凡农	1:17;31:16
凡勒利娅	2:22
凡夫	19:2;25:1;9:1
凡夫俗子	19:1
凡尔	8:1
凡庸	21:1
凡有	18:1
凡此	25:1
凡此种种	25:1
凡民	1:1
凡罗	32:10;13:1
凡罗及	13:1;32:1
凡胎	24:1
凡躯	13:1
凡里	10:4;23:4
凡间	28:1
凤凰	28:3;31:2;9:2;0:1;10:1;13:1;16:1;24:1
凤翼	11:1
凫	10:1;30:1;31:1
凭二脸	26:1;6:1
凭仗	21:1
凭信	4:2;6:1
凭借着	10:1;32:1
凭吊	0:1;10:1;11:1;12:1;15:1;29:1;5:1
凭圣安	0:1
凭恃	19:1
凭据	9:2
凭斗拳	17:1
凭此	22:1
凭添	25:1
凭着	22:8;4:8;1:68;13:5;11:4;18:4;23:4;27:38;17:27;7:27;2:25;20:25;19:24;21:24;31:21;6:18;3:16;10:15;8:15;26:14;28:14;29:14;30:14;5:14;0:13;12:13;16:12;15:11;32:11;14:1;25:1
凭神	25:1
凭空	25:3;12:2;21:1;26:1;27:1;29:1;31:1
凭空捏造	25:1
凭良心	17:7;1:6;16:4;0:3;8:3;13:2;21:2;26:2;31:2;6:2;12:1;18:1;19:1;2:1;24:1;25:1;30:1;7:1
凭良心讲	25:1
凭良心说	1:6;17:5;16:4;0:3;8:3;13:2;21:2;26:2;6:2;12:1;18:1;19:1;2:1;24:1;30:1;31:1;7:1
凭藉	23:3;11:1;28:1;30:1
凭证	11:1;20:1;27:1;3:1
凭陵	2:1;22:1
凭靠	12:1
凯	13:19;10:1;28:1
凯克	30:1
凯列	28:1
凯列班	28:68
凯列班下	28:1
凯列班持	28:1
凯列班荷	28:1
凯勒	10:20
凯图	32:5;2:2;6:1
凯士	22:6
凯尔	31:5;25:2;32:17
凯尼	10:19;31:1
凯德	12:8;19:8;14:58;31:105;24:1;28:1
凯撒	25:4;7:3;10:294;32:284;12:21;1:2;19:2;23:2;31:10;16:1;17:1;18:1;22:1;26:1;27:1;29:1;3:1
凯撒大帝	31:1
凯斯	32:73
凯旋	10:3;32:3;29:2;1:1;15:1;16:1;17:1;2:1;20:1;25:1;27:1
凯普	24:8;5:160
凯普莱特	5:160
凯歇斯	32:213;10:2
凯歇斯上	32:1
凯歇斯像	32:1
凯歇斯及	32:4
凯歇斯外	32:1
凯歇斯有	32:1
凯歌	22:1;31:1
凯特	31:1;5:1
凯特林	5:1
凯琴琳	24:1
凯瑟	24:72;17:47;19:35;14:130;1:1;31:1
凯瑟琳	24:72;17:47;19:35;14:2;1:1;31:1
凯茨	25:15
凯茨比	25:54
凯蒂	17:31;1:11
凯西	12:4;26:263;11:1
凯觎	22:1
凯里	19:2
凰	12:1
凳子	31:4;14:2;30:2;0:1;1:1;15:1;20:1;21:1;22:1;32:1;5:1
凶	15:3;9:3;1:2;31:2;14:1;20:1;32:1;4:1
凶信	31:1
凶兆	22:2
凶光	1:1;20:1;22:1;7:1
凶变	25:1
凶器	7:2;25:1;32:1;5:1
凶多	3:1
凶徒	26:3;27:2;29:2;1:1;15:1;20:1;23:1;31:1;5:1;7:1
凶心	31:1
凶恶	31:5;20:4;8:4;22:3;26:3;29:3;6:3;1:2;13:2;15:2;25:2;7:2;9:2;12:1;17:1;24:1;27:1;5:1
凶悍	14:3;1:1;17:1;19:1
凶手	25:77;29:7;31:6;7:5;32:3;5:3;16:2;20:2;22:2;12:1;13:1;2:1;21:1;23:1;26:1;27:1;6:1
凶暴	15:2;0:1;13:1;2:1;26:1;27:1;28:1;29:1;7:1
凶杀	25:1
凶杀案	25:1
凶来	9:1
凶横	31:1
凶残	25:3;20:1
凶涛	6:1
凶灾	25:1
凶焰	31:2;22:1
凶犯	25:1;5:1
凶狠	16:3;1:2;11:2;25:2;7:2;0:1;12:1;19:1;21:1;27:1;29:1;31:1;32:1;8:1;9:1
凶猛	12:3;21:3;17:2;31:2;1:1;15:1;20:1;27:1;32:1;5:1;7:1
凶相	17:1;2:1
凶神	10:1;15:1;3:1;9:1
凶讯	10:1
凶险	2:1
凶鸟	22:1
凸得	23:1
凸窗	0:1
凸起	15:1;23:1
凸镜	27:1
凹	10:1;29:1
凹凸	27:2
凹凸不平	27:1
凹凸镜	27:1
凹陷	1:1;16:1;32:1;6:1;8:1
出	25:9;30:9;8:9;10:8;3:8;15:7;19:7;27:7;32:7;5:7;23:6;31:45;14:3;9:3;12:21;26:21;1:20;4:20;11:2;21:17;6:14;18:12;2:12;22:12;24:12;0:11;13:11;16:11;17:11;20:10;28:10;29:10;7:10
出三	23:1
出丑	3:2;10:1;17:1;18:1;19:1;22:1;26:1;31:1;7:1
出世	31:6;21:3;25:3;4:2;8:2;0:1;1:1;10:1;19:1;20:1;24:1;28:1;30:1;7:1;9:1
出个	0:2;18:2;19:2;11:1;20:1;30:1
出之于	10:1;11:1;12:1;20:1;27:1
出乎	31:2;0:1;17:1;24:1;4:1
出乎意外	24:1;4:1
出乎意料	31:1
出乖露丑	11:1;20:1;22:1;31:1;9:1
出乱子	7:2
出事	6:1
出于意外	27:1;4:1
出些	0:2;16:1;17:1;20:1;25:1;27:1;29:1;3:1;30:1
出亡	13:1;16:1;27:1;3:1
出产	12:1;15:1;17:1;31:1
出人命	1:1;18:1
出人意外	1:1;10:1;16:1;29:1;3:1;5:1
出人意料	20:1;6:1
出人意表	23:1;31:1;4:1
出份力	17:1
出众	19:3;24:2;12:1;14:1;16:1;25:1;8:1;9:1
出使	21:1;24:1;31:1
出像	19:1
出入	16:2;21:2;26:2;17:1;18:1;20:1;24:1;25:1
出兵	17:6;1:2;31:2;2:1;22:1
出其不意	31:2;29:1
出典	1:1
出出	30:2;14:1;18:1;29:1;6:1
出力	28:7;10:5;21:5;26:4;29:4;1:3;18:3;2:2;12:1;17:1;20:1;22:1;23:1;3:1;30:1;31:1;32:1;4:1;5:1;8:1
出动	22:2;17:1;20:1;25:1
出卖	3:4;1:3;10:3;17:3;2:3;25:3;26:3;5:3;8:3;19:2;21:2;24:2;32:2;6:2;31:12;11:1;16:1;18:1;22:1;29:1;4:1
出卵	10:1
出去	0:9;3:9;24:8;25:8;20:7;23:7;26:7;21:6;29:6;6:6;9:6;13:5;14:5;12:4;16:4;30:4;11:3;22:3;8:3;18:23;31:23;2:20;17:2;19:2;27:2;5:18;1:12;32:12;4:12;10:10;7:10;15:1;28:1
出发	31:9;17:8;20:5;10:4;2:4;12:3;3:3;7:3;9:3;22:2;23:2;25:2;29:2;6:2;1:15;0:1;11:1;14:1;16:1;21:1;26:1;28:1;30:1;32:1;5:1
出口	2:4;19:2;26:2;28:2;7:2;8:2;1:1;10:1;11:1;12:1;16:1;17:1;18:1;23:1;24:1;25:1;27:1;29:1;3:1;30:1;31:1;32:1;4:1;5:1
出口伤人	12:1;19:1;28:1;31:1
出名	14:4;3:4;1:1;11:1;15:1;28:1;30:1
出名门	11:1
出味来	0:2;4:1
出国	28:1;31:1;8:1
出国境	28:1;31:1
出场	27:2;1:1;19:1;21:1;23:1;24:1;4:1;8:1
出埃及记	16:1;6:1
出城	31:4;11:1;2:1
出城往	2:1
出境	2:4;11:2;5:2;25:1;27:1;31:1;32:1
出声	7:2;2:1
出壳	0:1
出外	10:1;19:1;2:1;32:1;7:1;8:1
出大言	20:1
出天	21:1
出天潢	8:1
出头	31:5;0:3;28:2;1:1;14:1;17:1;2:1;21:1;22:1;23:1;25:1;3:1;5:1;6:1
出头露面	3:1
出奇	17:2;21:2;2:1;24:1
出奇制胜	17:1
出奔	15:2;25:1;3:1
出嫁	5:2;9:2;14:1;16:1;20:1;4:1;8:1
出家	18:2;23:2;24:2;9:2;31:1;5:1
出家人	18:2;24:2;23:1;31:1;9:1
出尔反尔	13:1;30:1;31:1
出尽	12:1
出巡	24:2;23:1;6:1
出师	20:1;3:1
出席	24:4;31:3;19:2;22:2;6:2;29:1;30:1
出庭	24:11;4:1
出彩	31:1
出征	1:5;2:4;31:4;27:3;24:2;25:2;26:2;10:1;17:1;22:1;29:1;3:1;30:1;7:1
出得	26:1
出息	1:2;10:1;12:1;18:1;2:1;25:1;30:1;31:1;4:1;5:1
出戏	1:1;24:1;7:1
出战	21:4;1:1;22:1;31:1
出户	6:1
出手	0:2;31:2;13:1;14:1;16:1;4:1
出新	27:1
出有	17:2
出此	0:1;1:1;11:1
出此下策	2:1
出毒	7:1
出比	12:1;29:1;6:1
出毛	6:1
出毛病	19:1;31:1
出气	2:2;11:1;16:1
出汗	1:1;16:1;24:1;25:1
出没	29:1;5:1
出洋	17:1
出洞	1:1;8:1
出浴	12:1
出海	25:2
出港	10:1;6:1
出游	12:1;31:1
出炉	25:1
出版	13:1
出狱	13:1;23:1
出猎	1:1;29:1
出现	17:6;4:6;12:5;24:5;32:5;18:4;1:3;31:3;0:2;11:2;13:2;20:2;30:2;7:13;22:11;10:1;15:1;16:1;19:1;2:1;23:1;25:1;3:1;5:1;8:1;9:1
出生	31:5;25:4;24:2;1:1;16:1;20:1;29:1
出生入死	1:1;29:1
出神	14:2;7:2;0:1;21:1;22:1;26:1;32:1;4:1;5:1
出神入化	7:1
出租	27:2;30:1
出笼	18:1
出羊	1:1
出胎	25:2
出自	11:2;25:2;5:2;17:1;20:1;23:1;3:1;30:1;31:1
出色	0:8;17:6;16:4;31:3;19:2;28:14;15:1;18:1;24:1;26:1;29:1;3:1;30:1;4:1
出营	10:1
出血	1:1;10:1;19:1;6:1
出行	23:1
出角	16:3;18:1;19:1;21:1;30:1
出言	17:3;21:3;19:2;0:1;10:1;18:1;20:1;22:1;23:1;26:1;27:1;28:1;4:1;5:1
出言不逊	17:2;21:2;22:1;28:1;5:1
出言吐语	20:1
出让	31:1
出语	19:1
出谋献策	24:1
出账	18:1
出走	12:7;3:4;4:3;11:2;16:1;2:1
出起	21:1
出足	30:1
出路	31:2;20:1;23:1;24:1;27:1
出身	24:7;3:6;17:5;12:4;25:4;8:4;1:3;14:3;11:2;20:2;4:2;31:16;13:1;15:1;18:1;2:1;29:1;5:1
出身高贵	31:5;17:2;14:1;25:1;5:1;8:1
出过	14:2;1:1;2:1;23:1;29:1;31:1
出钱	31:2;6:2;1:1;13:1;16:1;7:1;8:1;9:1
出门	0:1;18:1;26:1;28:1
出阵	32:1
出险	11:1;20:1;31:1;6:1
出面	30:2;24:1;26:1
出鞘	17:2;21:1;5:1
出风头	1:2;17:2;18:1;3:1;6:1
出首	20:2
出马	21:2;1:1;20:1
出鬼	10:1;21:1;3:1
出鹰	7:1
击	31:3;25:2;0:1;10:1;16:1;26:1;7:1
击下	5:1
击中	7:4;2:1;21:1
击中要害	2:1
击人	31:1
击伊摩琴	12:1
击倒	12:1;25:1;27:1
击剑	0:1;18:1;30:1;5:1;6:1
击动	10:1
击平	20:1
击杀	25:1
击毙	31:1
击溃	31:3;32:1;7:1
击瓶	26:1
击破	27:1;31:1
击触	27:1
击败	31:9;10:3;1:2;7:2;12:1;24:1;32:1
击退	31:5;2:4;27:2;12:1;25:1
击霍纳	31:1
击鼓	31:2;28:1
函件	12:1
凿	23:1;9:1
凿凿	12:1;30:1;4:1
凿子	4:1
刀	25:6;5:6;22:4;6:4;0:2;24:2;28:2;29:2;31:2;1:1;12:1;13:1;15:1;17:1;18:1;19:1;2:1;20:1;7:1;8:1
刀下留情	17:1
刀会	5:1
刀伤	21:1
刀儿	3:1
刀兵	10:1;31:1
刀刃	22:1;24:1;32:1
刀削	17:1
刀剑	21:6;12:5;1:4;2:4;22:4;31:4;32:4;5:4;10:2;13:2;17:2;18:2;26:2;27:2;4:2;7:2;20:1;25:1;28:1;29:1;3:1;30:1;6:1;9:1
刀割	31:1
刀匠	6:1
刀口	25:2
刀头	25:1
刀子	17:8;1:7;22:7;32:7;29:5;5:4;30:3;31:3;6:3;12:2;13:2;18:2;21:2;7:2;0:1;11:1;20:1;24:1;26:1
刀尖	29:2;30:1;31:1
刀山	22:1;31:1
刀把	1:1;24:1
刀把子	24:1
刀来	31:2;22:1
刀枪	25:3;1:1;10:1;17:1;27:1;28:1
刀枪不入	28:1
刀柄	25:1
刀痕	25:1
刀笔	7:1
刀达	24:1
刀锋	23:1;31:1
刀鞘	1:1;3:1;31:1
刁	18:2;12:1;14:1;17:1;26:1;30:1
刁恶	0:1;1:1;15:1;23:1
刁滑	31:2;0:1
刁钻	19:2;23:2;0:1;16:1;22:1;30:1;31:1
刁钻古怪	30:1
刁难	1:1;24:1
刁顽	28:1
刃	7:2;0:1;22:1;24:1;31:1
刃口	31:1
分	2:7;1:4;6:4;18:3;21:3;30:3;31:3;10:2;12:2;17:2;20:2;27:2;3:2;32:2;8:2;9:2;13:1;15:1;19:1;23:1;24:1;25:1;26:1;29:1;5:1
分一杯	14:1
分上	24:6;0:5;20:3;9:2;10:1;17:1;18:1;31:1;32:1;4:1
分不出	30:1;8:1
分不开	1:1;15:1;18:1;19:1
分不清	31:1
分两	30:1
分为	1:3;16:1;17:1;27:1;7:1
分享	13:3;10:2;11:2;25:2;15:1;16:1;2:1;20:1;4:1
分任	2:1
分作	16:1
分内	22:1;30:1
分出	18:1;2:1
分到	18:1;20:1
分割	25:1
分化	1:1;27:1
分叉	15:1;28:1
分发	32:1
分土	20:1
分外	0:1;14:1;17:1;19:1;27:1
分头	31:4;25:2;26:2;17:1;6:1
分娩	8:4;23:1
分子	1:2;32:2;10:1;2:1;4:1
分守	31:2;17:1;19:1;23:1
分家	24:1
分寸	0:1;21:1;3:1;6:1
分封	10:1
分岔	21:2
分崩离析	31:1
分工	2:1
分工合作	2:1
分庭	0:2;13:1;20:1;21:1;25:1;26:1;31:1;8:1
分庭抗礼	0:2;13:1;20:1;21:1;26:1;31:1;8:1
分开	5:4;7:4;1:3;15:2;20:2;13:1;19:1;21:1;24:1;27:1;31:1;32:1;4:1;6:1;9:1
分成	2:1;6:1
分手	31:6;1:3;10:3;27:3;12:2;11:1;13:1;16:1;19:1;2:1;26:1;28:1;3:1;30:1;32:1;4:1
分手时	31:1
分担	16:1;19:1;2:1;24:1;25:1;3:1;4:1
分拆	15:1
分挑	25:1
分据	7:1
分授	29:1
分摊	25:1
分散	1:3;10:3;28:2;32:2;13:1;25:1;26:1;3:1;31:1;5:1;8:1
分文	1:1;13:1;31:1
分明	17:5;19:2;31:2;10:1;12:1;22:1;25:1;28:1;6:1
分晓	19:2;4:2;10:1;2:1;20:1;21:1;22:1;25:1;29:1;31:1;32:1
分有	27:1
分析	19:1;31:1
分歧	22:1;24:1;26:1;3:1;32:1
分治	10:1
分泌	13:1
分派	10:1;2:1;32:1
分清	31:1
分清敌我	31:1
分界	25:1
分界线	25:1
分离	31:7;10:3;24:2;0:1;12:1;2:1;5:1;9:1
分秒	31:1
分立	8:1
分给	13:3;14:2;2:2;20:2;1:1;30:1;31:1;7:1
分而为	19:1;27:1
分裂	10:2;20:2;21:2;31:2;1:1;13:1;2:1;27:1;29:1;6:1
分解	21:1;5:1
分说	20:1;6:1;8:1
分赃	1:2
分身	0:1;17:1;28:1
分辨	7:2;10:1;12:1
分辩	1:1;26:1
分送	0:1;24:1;6:1
分配	20:2;10:1;15:1;2:1;25:1;31:1;32:1
分量	24:2;31:2;0:1;12:1;14:1;26:1;7:1;8:1
分钟	16:4;5:4;1:3;22:3;27:3;4:3;8:3;10:2;15:2;19:2;2:2;0:1;12:1;18:1;24:1;26:1;28:1;3:1;31:1;7:1
分隔	0:1;21:1
分飞	3:1
切	31:2;1:1;14:1;32:1;8:1
切下	18:1;9:1
切下来	18:1
切不	11:1;7:1
切不可	11:1;7:1
切切	23:1;3:1
切切实实	3:1
切勿	25:1
切实	26:2;17:1;22:1;27:1;3:1;7:1
切实际	17:1;26:1
切开	18:1;20:1;22:1;29:1
切得	1:1;12:1
切成	0:1
切断	32:3;17:2;22:2;12:1;2:1;21:1;25:1
切斯	24:8
切望	12:1;23:1
切着	13:1
切肉	19:1;2:1
切莫	25:3
切起	17:1
切身	13:2;22:2;1:1;10:1;11:1;20:1;23:1;26:1;29:1
切身利益	23:1
切题	25:1
切齿	2:2;10:1;21:1;22:1;28:1;31:1
切齿痛恨	2:2;10:1;31:1
刈	28:3
刈除	10:1;19:1
刍秣	15:1
刍草	28:1
刑	22:1;23:1;25:1
刑具	1:1;12:1;20:1;4:1
刑场	25:3;1:2;9:2;12:1;22:1;23:1;24:1;29:1;31:1;4:1
刑官	2:1;6:1
刑床	6:1
刑期	23:2
刑法	26:1;30:1;5:1
刑章	23:1
刑罚	20:3;26:2;6:2;11:1;13:1;17:1;19:1;21:1;23:1;30:1;31:1;4:1;7:1
划	22:1;29:1
划一	22:1
划出	13:1;18:1
划分	20:2;17:1;3:1
划子	11:1
划归	6:2
划成	20:1
划破	15:1;22:1
划策	11:1
划船	14:2
划艇	20:2
划过	9:1
划近	28:1
刖	21:1
列	22:33;1:1;10:1;24:1;25:1;31:1
列下	0:1
列为	1:1
列举	31:2;7:2;1:1;12:1;16:1;6:1
列位	24:6;30:5;1:4;11:4;14:4;18:4;4:4;26:3;27:3;5:3;16:2;3:2;31:17;15:12;8:12;0:1;13:1;17:1;19:1;2:1;32:1;7:1;9:1
列克	25:5;1:44;31:373;17:10
列入	1:1
列国	10:1;13:1;23:1;29:1;4:1
列圣	9:1
列坐	27:2;13:1
列好	31:1
列宿	1:1
列席	24:2
列座	8:1
列斯	25:1
列星	19:1
列班	28:3
列祖	1:1;12:1
列表	11:1;28:1
列载	2:1
列邦	1:1;28:1;8:1
列队	10:3;22:3;21:2;31:2;32:2;7:2;1:1;12:1;2:1;25:1;3:1
列队行进	22:3;21:2;31:1;7:1
刚	31:5;1:4;27:4;7:4;14:3;11:2;15:2;16:2;21:2;28:2;3:2;4:2;8:2;0:1;18:1;19:1;24:1;5:1;6:1
刚健	7:1
刚出	18:1
刚刚	31:4;11:2;13:2;16:2;18:2;20:2;7:2;0:1;10:1;12:1;22:1;25:1;26:1;27:1;32:1
刚刚开始	27:1
刚到	20:1
刚勇	1:1;25:1
刚发	2:1
刚好	0:1;17:1;19:1;30:1;6:1
刚巧	29:2;30:2;5:2;11:1;12:1;13:1;19:1;6:1;7:1;9:1
刚强	31:3;2:2;22:2;1:1;14:1;20:1;27:1;3:1;32:1
刚愎	20:2;1:1;22:1;25:1;31:1
刚愎自用	20:2;22:1;25:1;31:1
刚才	5:9;7:8;19:7;2:7;20:7;10:5;13:5;3:5;32:5;8:5;11:4;28:4;30:4;6:4;16:3;27:3;29:3;31:20;0:2;17:2;24:2;25:2;4:2;14:16;26:14;9:14;1:13;12:13;22:12;18:11;23:11;21:10;15:1
刚来	28:1
刚死	7:1
刚毅	2:1;31:1
刚满	0:1;3:1
刚特	1:5;31:5;27:47;25:1;7:1
刚特下	27:1
刚特之子	27:1
刚特及	27:1
刚特死	27:1
刚生	4:1
刚要	8:1
刚鞭	31:1
创	10:1
创下	4:1
创世	6:2;0:1;16:1;30:1;7:1
创业	25:1;31:1
创于	11:1
创伤	31:6;1:3;16:2;25:2;10:1;11:1;15:1;2:1;21:1;24:1;27:1;29:1;30:1;6:1;8:1;9:1
创作	19:1
创制	17:2
创始	4:1
创孔	32:1
创巨痛深	2:1;22:1;29:1
创平痍复	11:1
创建	25:1
创疤	3:1
创痕	10:1;11:1;2:1;25:1;29:1;5:1;7:1
创痛	25:2;29:1;7:1
创立	24:1;7:1
创血初	1:1
创造	24:3;10:2;13:2;17:2;19:1;2:1;25:1;27:1;3:1;31:1;9:1
创造者	17:1;19:1;2:1;27:1
初	1:2;12:2;10:1;22:1;24:1;3:1;6:1
初一	24:1
初出茅庐	10:1;30:1
初到	14:2;27:1;31:1
初升	17:1;25:1
初历	8:1
初响	20:1
初夜	31:1
初夜权	31:1
初履	6:1
初建	25:1
初心	7:1
初掌	23:1;25:1
初握	2:1
初放	4:1
初春	32:1;7:1
初期	32:1
初次	21:2;6:2;1:1;10:1;12:1;16:1;28:1
初次见面	21:1
初步	1:1;17:1
初生	1:1;10:1;15:1;19:1;25:1;29:1;5:1;8:1
初衷	1:1;2:1;29:1
初露	12:1
初露头角	12:1
删节	17:1
删除	0:1;1:1;10:1;11:1;12:1;13:1;14:1;15:1;16:1;17:1;18:1;19:1;2:1;20:1;21:1;22:1;23:1;24:1;25:1;26:1;27:1;28:1;29:1;3:1;30:1;31:1;32:1;4:1;5:1;6:1;7:1;8:1;9:1
判	20:2;23:2;2:1;24:1;31:1;5:1
判下	31:1
判下去	31:1
判他	17:2;23:1;31:1
判作	31:1
判决	2:9;23:8;5:6;12:4;29:4;31:4;32:4;11:3;25:3;6:3;16:2;20:2;24:2;26:2;27:10;1:1;10:1;17:1;19:1;22:1;3:1;4:1;7:1;8:1
判决书	25:2
判处	31:3;13:2;17:1;2:1;20:1;23:1;26:1;29:1
判处死刑	31:3;13:1;17:1;2:1;20:1;23:1;26:1;29:1
判官	24:3;0:1;1:1;20:1;23:1;6:1
判定	27:3;13:1;14:1;25:1
判归	27:1
判得	6:1
判断	6:6;7:5;12:4;26:4;32:4;0:3;2:3;21:3;27:3;4:3;10:2;15:2;16:2;20:2;23:2;24:2;25:2;3:2;31:10;17:1;19:1;22:1;30:1;8:1;9:1
判死罪	25:1;29:1
判给	6:2;23:1;3:1
判罪	23:4;27:1;30:1
利	17:2;20:1;24:1;31:1;4:1
利七世	24:2;25:2
利之徒	2:1
利于	25:2;31:2;12:1;17:1;2:1;24:1;27:1;5:1
利五世	1:3
利亚	10:7;12:2;15:2;19:1;24:1;5:1;8:1
利亚人	12:1
利人	12:5;3:1;6:1
利佛斯	31:6;25:40
利八世	24:5
利刃	25:2;1:1;22:1;27:1;5:1;7:1;8:1
利刺	16:1;21:1
利剑	17:4;21:3;7:3;22:2;26:2;10:1;12:1;2:1;30:1;32:1;5:1
利口	19:1
利可图	7:1
利嘴	19:2;26:2;12:1;2:1;31:1
利器	17:1;22:1;5:1
利四世	31:7;1:4;27:2;18:1
利奥	2:246;29:1;3:1
利娅	9:5;26:138;4:10;19:1
利娅率	26:1
利害	10:2;4:2;11:1;14:1;19:1;2:1;21:1;26:1;27:1;29:1;7:1
利害得失	4:1
利市	11:2;1:1;18:1;4:1
利恩	7:1
利息	13:3;6:14;0:1;21:1;3:1;30:1
利文	7:1
利斧	31:1;5:1;7:1
利是	10:1
利权	20:1;31:1
利比	4:3;10:1;21:1
利比亚	4:3;10:1;21:1
利泽	4:58
利泽是	4:1
利泽遍	22:1
利润	25:1
利爪	3:2;31:2;15:1;8:1
利用	1:7;2:5;31:5;24:4;26:3;7:3;10:2;12:2;13:2;23:2;25:2;30:2;4:2;11:1;14:1;16:1;19:1;20:1;21:1;22:1;27:1;28:1;29:1;3:1;32:1;5:1
利益	2:8;24:6;31:5;10:4;32:4;8:3;20:2;26:2;27:2;7:2;1:1;12:1;13:1;16:1;22:1;23:1;4:1;6:1
利禄	7:1
利科丽达	8:17
利箭	16:1;19:1;22:1;30:1;7:1;8:1
利纳斯	2:1
利莎	0:1
利落	31:1
利西	10:1
利负	10:1
利钝	7:1
利钱	6:2
利齿	10:1;20:1;25:1;27:1;31:1;32:1;8:1
别个	18:1
别仗	31:1
别以为	31:5;0:2;9:1
别作	19:1
别信	30:1;31:1
别出心裁	0:1
别动	30:2;4:2;6:2;17:1;24:1;29:1;31:1
别去	17:2;0:1;10:1;18:1
别去理	28:1
别发	18:1;23:1
别叫	15:1
别号	18:1
别名	14:1;19:1;23:1;7:1
别向	0:1;18:1
