猜猜	23,31
军事	2,3,10,17,26,31
军人	0,1,2,3,4,7,8,10,11,12,13,16,17,18,19,20,21,22,23,26,29,30,31,32
军令	21
军剑赏	31
军力	1,2,10,13,20,21,27,31
军功	0,1,10,26,31
军务	20
军医	17,21,22,26
军号	20,22,25,31,32
军团	10,12
军士	17,31
军备	17
军威	12
军官	1,2,3,7,10,12,20,26,27,29,30,31
军容	1,8,22,27
军容严整	1
军心	1,12,20,27,31,32
军心涣散	12,31
军情	1,10,12,31
军政	26
军旅	11,31
军旗	17,31,32
军械	31
军棍	1
军民	7,21,26
军法	17
军爷	1,17
军界	17
军粮	30
军纪	26
军职	1
军舰	17
军营	1,3,10,12,17,20
军衣	1,17
军装	31
军誉	21
军费	27,31
军队	1,2,3,7,8,10,12,13,17,19,20,21,22,24,25,26,27,29,30,31,32
军需	27,32
军饷	17,27,31
军马	12
军鼓	31
农	21
农三哩	9
农上	1,21
农下	1
农两人	1
农为	21
农之弟	21
农事	28
农人	9,19,32
农及	31
农同	1
农场	4,17,20
农外	31
农夫	2,7,10,14,15,16,20,21
农帐	21
农打	21
农是	21
农来	9
农民	12,17,20,31
农特予	21
农田	25
农立	21
农舍	20
农说	21
冠	7,20,24,31,32
冠上	21
冠中	28
冠冕	10,14,23,25,27,28,31
冠冕堂皇	14,31
冠子	14
冠帽	16
冠服	10
冠词	18
冤	6,12,23,29,30
冤人	9
冤仇	0,5,25,29,31
冤冤相报	29,31
冤大头	18,23
冤孽	5
冤家	0,5,14,15,18,25,30
冤家对头	14,30
冤屈	1,2,9,20,23,25,27,29,31
冤情	29
冤愤	2
冤无恨	5
冤有头	7
冤杀	25,27
冤枉	0,1,3,6,9,10,11,12,18,20,23,24,26,30,31,32
冤死	25
冤气	18
冤狱	25
冤苦	13
冤莫诉	13
冤遭	29
冤魂	25,27,32
冥	18,20,29
冥冥	7,8,12,20,26,27
冥冥中	7,8,12,26,27
冥冥之中	20
冥国	29
冥域	28
冥府	21,25
冥想	24
冥河	15,21,22,29
冥漠	1
冥王	29
冥顽	0,1,3,5,7,11,13,18,19,23,27,32
冥顽不灵	0,3,7,11,13,18,23,27,32
冬	1,13
冬之歌	19
冬令	25
冬天	4,6,9,10,12,13,14,16,18,19,20,22,23,24,26,27,28,29,30,31,32
冬季	15,17
冬日	24
冬烘	19
冬瓜	18,26
冬神	15
冬青	16
冬风	13,16
冰	3,7,14,15,23,24,25,31
冰上	2,7
冰冠	15
冰冰	1,3,4,8,10,11,12,13,14,16,20,24,25,31
冰冷	1,5,6,9,10,14,20,21,23,24,26,29,31
冰冻	13,14,19
冰凉	25
冰块	17,21
冰天	27,31
冰天雪地	27,31
冰山	6,23
冰柱	0,2,17,19
冰泉	26
冰消瓦解	13
冰清玉洁	18,23
冰湖	1
冰炭	6,13
冰箱	12
冰送	29
冰雪	1,5,11,13,16,19,23,27,28,29
冰雹	10,15,18
冰霜	3,16,21,30
冱	16
冲上	4,17,31
冲上去	1,3,17,32
冲上来	8
冲下	17
冲下去	17
冲不进	17
冲冲	12,24,31,32
冲决	7,22
冲出	1,17,22,31
冲出去	17,31
冲出重围	31
冲击	13,17,20,24,31
冲到	12,15,31
冲刺	1
冲动	1,7,12,16,19,22,23,26
冲去	17,31
冲口	12,16
冲口而出	12
冲向	3,17,31
冲天	0,17,21,27,32
冲开	31
冲得	5,21
冲成	27
冲打	28
冲掉	2,17
冲撞	5,29
冲散	9,25,26
冲昏	17,31
冲杀	1,10,12,25,31
冲来	17,31
冲来冲去	17,31
冲毁	8
冲洗	8,17,19,29,31
冲淡	26
冲激	1,32
冲着	17,22
冲破	7,12,13,17,21,26,28
冲突	1,6,10,17,20,22,26
冲荡	8
冲走	31
冲过	1,17,21,31
冲过去	1,31
冲过来	17,21
冲进	31
冲锋	3,17,20,21,25,26,31,32
冲锋陷阵	3,17,21,25,26,31
冲风冒雨	20
冲龄	31
决	2,4,8,11,13,16,21,25,28,30,31
决一	21,27
决一死战	31
决一胜负	2,31
决一雌雄	27
决不	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
决不会	0,1,2,3,4,5,6,7,8,9,10,11,12,13,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
决不允许	2,31
决不再	1,3,10,14,17,18,24,25,31
决不反悔	17,30
决不可	25
决不宽贷	24,27
决不罢休	17,18,31
决不能	1,7,9,10,17,19,21,24,25,27,28,31
决不食言	1,2,19
决个	25
决定	0,1,2,3,4,5,6,7,8,9,10,11,12,14,15,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32
决心	0,1,2,3,5,6,7,10,12,14,18,19,20,21,22,23,24,25,26,27,29,30,31,32
决意	8,10,12,18,20,22,25
决战	1,2,10,21,27,31,32
决斗	0,1,4,5,7,9,10,12,13,15,16,17,18,19,20,24,27,30,31
决斗者	27
决断	31
决无	2,3,19,26
决注	2
决策	2,17,21
决胜	10,20,21,25
决胜负	10,20,21,25
决裂	7,27,29
决计	17
决议	24,31
决赛	27
决难	25,31
决雌雄	12,21
决非	2,3
冶炼	3
冷	1,3,4,6,7,9,12,13,14,16,17,18,20,21,23,25,27,29,30,31,32
冷下来	1,21
冷不防	5,31
冷僻	31
冷冰冰	1,3,4,8,10,11,12,13,14,16,20,24,25,31
冷冷	10,17,19
冷冷淡淡	10
冷冷清清	19
冷冷的	17
冷却	1,4,6,10,29,31
冷嘲	1,2,19,25,26,30
冷嘲热讽	2,26,30
冷嘲热骂	1,19
冷得	12,13,14,16,17,18
冷掉	4
冷月	15
冷气	14,20,22,25
冷水	5,8,13,31
冷汗	22,29,32
冷洁	15,28
冷淡	0,1,2,3,4,7,9,10,11,12,13,15,16,19,20,21,22,23,25,27,28,29,32
冷清	19
冷清清	19
冷灰里	10
冷然	0,4
冷眼	1,7,10,13,20,21,23
冷眼旁观	23
冷着	20
冷笑	2,20
冷箭	11,31
冷粥	28
冷肉	12
冷脸	25
冷若冰霜	3
冷菜	2
冷落	3,13,25
冷血	1,4,17,27,31
冷酷	0,1,2,3,6,7,9,10,11,12,13,19,20,22,23,25,26,27,29,30,31,32
冷酷无情	2,3,6,9,10,11,12,13,19,20,22,25,26,29,31,32
冷静	1,2,4,6,9,10,12,15,22,26,30,31
冷静下来	12
冷风	9,20
冷饭	14
冷骨	25
冻	24
冻住	17,25
冻卧	25
冻坏	16
冻得	1,19
冻成	23,24
冻死	6,8,14
冻疮	7,18,28
冻结	1,5,8,13,14,17,28
净	0,1,10,11,17,30
净化	5,7
净尽	1,14
净手	14
凄	15,27
凄凉	0,1,3,5,7,8,12,13,15,16,19,25,29
凄切	8
凄厉	5,17,22,31,32
凄恻	10,11,24
凄惨	4,5,7,9,11,20,26,28,29,31
凄惶	8
凄清	5
凄然	21,31
凄苦	22
凄风	1,15
凄风苦雨	1
准	0,1,3,4,6,9,11,12,17,19,28,31
准他	31
准会	1,3,4,17,20,23,25,27,30
准保	1,9,19
准叫	1
准可	11
准备	0,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
准如	3
准得	1,9,14
准得害	19
准成	11
准时	7,30,31
准时出席	30
准是	1,3,5,7,9,11,12,14
准有	11
准来	31
准比	9
准确	8,19,22,25
准确无误	19
准要	1,2,4,21,26,30
准许	0,1,2,3,4,5,6,8,9,10,12,14,16,17,19,20,23,25,27,30,31,32
准败	31
准难	15
凉	10,17,19,21,23,28
凉亭	1,30
凉快	10,18,20
凉气	8
凉薄	13
凉露	12
凉风	29
凋	32
凋谢	24
凌乱	27,29,31
凌乱不堪	31
凌云	27
凌夷	3
凌然	2
凌空	13,17,21,27
凌虐	12,13,16,20
凌越	2,32
凌辱	1,4,5,7,10,13,20,25,27,29,31
凌迟	31
凌霄	2,10
凌风	5,6
凌风而行	15
凌驾	31
凌驾于	31
减	32
减为	25
减二	12
减低	6,8,10
减削	22
减去	2,21,27,31
减处	6
减少	4,12,15,17,20
减弱	24,27
减成	5
减掉	3
减省	1
减罪	23
减色	7,10,14,17
减轻	2,4,5,6,12,13,26,27,28,29,31
减退	0
减除	19
凑	2,6,8,15,16,17,21,26
凑个	25
凑合	23,26
凑合着	23,26
凑后	15
凑在一起	17
凑巧	0,1,2,4,7,9,11,13,14,17,25
凑成	0,17,19,31
凑热闹	2,21,26
凑足	6,9
凑集	12
凑韵	16,19
凛	23
凛于	7
凛冽	6,7,12,13,16,27,28,31
凛凛	0,7,17,28,31
凛然	1,6,13,16,23
凛若	26
凛若冰霜	16,21
凝	22
凝冷	22
凝冻	2,7,9,11
凝到	31
凝口	25
凝成	17
凝望	15
凝止	29
凝结	7,19,22,31
凝聚	31
凝视	4,6,8,31
凝视着	4,8
凝集	12
几丈	26
几下	12,14,17,20,25,31,32
几下子	17
几个	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
几乎	1,5,6,7,8,9,10,12,13,16,17,18,19,20,22,24,25,26,28,29,31,32
几件	1,5,6,7,8,12,16,20,26,27,29,30
几位	1,2,5,11,13,17,18,19,23,24,25,27,29,31,32
几分	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,26,27,28,29,30,32
几分收获	27
几分钟	4,5
几匹	1,3,5,11,22,29
几匹马	1,3,11
几十	1,6,12,17
几十万	6
几十万块	6
几十个	12,17
几千	0,1,2,4,5,24,28
几千个	1,2,24
几千块	0
几千次	5
几千种	1
几及	21
几双	1,32
几口	21,31
几句	0,1,2,3,4,5,6,7,8,9,10,11,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32
几句话	1,2,3,4,5,7,8,10,11,13,17,18,19,21,22,24,25,26,28,30,31,32
几只	1,5,31
几名	31
几哩路	12
几回	1,13
几块	5,6,14,17,31
几声	2,3,4,5,8,9,25,30,31
几处	20
几多	4
几大	19,26
几大卷	19
几大杯	26
几天	3,4,7,8,10,11,13,19,23,24,25,26,30,31
几头	26,29
几套	1
几寸	17
几封	1,3,6,10,23,26,32
几封信	1,3,6,10,23,26,32
几小时	1,8
几尺	1
几岁	14,30
几年	4,8,14,17,24,31,32
几度	8,29
几张	1,5,23
几所	7
几手	16
几打	19
几招	24
几拳	9
几支	4,17,27
几方	22
几曾	5
几月	10
几本	14
几本书	14
几朵	7,12
几条	28,31
几杯	1,7,14,26
几杯酒	7
几枝	4
几枪	22
几样	1,8
几根	2,3,6,7,8,17,18,30
几桩	16
几桶	31
几棵	2
几次	1,4,7,13,16,17,18,21,26,29,30
几次三番	7,17,26
几步	11,12,16,26
几段	5
几毛	2,3
几毛钱	2,3
几注	32
几滴	0,2,10,15,29
几点	1,5,6,16,18,19,20,23,25,31,32
几点钟	1,5,16,18,23,25,31,32
几生	14
几百	1,4,5,7,11,17
几百万	4
几百个	17
几百年	5
几百条	1
几百次	11
几盅	17
几着	7
几种	0,3,15,18
几笔	0,14
几行	7,12,13,19,21
几行字	13
几跤	8
几辆	0,27
几辆车	27
几遍	31
几道	27
几重	2
几门	8
几阵	31
几面	1
几颗	17
几首	11
凡世	27
凡事	5,7,25
凡人	2,3,4,5,8,11,12,13,15,16,18,19,23,24,25,27,28,30,32
凡仑司	31
凡伦	11
凡伦丁	0,5,11,29
凡伦丁上	0,11
凡伦丁下	11
凡伦丁及	0,11
凡伦丁托	11
凡俗	2,6,8,12,20,22,24,29
凡农	1,31
凡勒利娅	2
凡夫	9,19,25
凡夫俗子	19
凡尔	8
凡庸	21
凡有	18
凡此	25
凡此种种	25
凡民	1
凡罗	13,32
凡罗及	13,32
凡胎	24
凡躯	13
凡里	10,23
凡间	28
凤凰	0,9,10,13,16,24,28,31
凤翼	11
凫	10,30,31
凭二脸	6,26
凭仗	21
凭信	4,6
凭借着	10,32
凭吊	0,5,10,11,12,15,29
凭圣安	0
凭恃	19
凭据	9
凭斗拳	17
凭此	22
凭添	25
凭着	0,1,2,3,4,5,6,7,8,10,11,12,13,14,15,16,17,18,19,20,21,22,23,25,26,27,28,29,30,31,32
凭神	25
凭空	12,21,25,26,27,29,31
凭空捏造	25
凭良心	0,1,2,6,7,8,12,13,16,17,18,19,21,24,25,26,30,31
凭良心讲	25
凭良心说	0,1,2,6,7,8,12,13,16,17,18,19,21,24,26,30,31
凭藉	11,23,28,30
凭证	3,11,20,27
凭陵	2,22
凭靠	12
凯	10,13,28
凯克	30
凯列	28
凯列班	28
凯列班下	28
凯列班持	28
凯列班荷	28
凯勒	10
凯图	2,6,32
凯士	22
凯尔	25,31,32
凯尼	10,31
凯德	12,14,19,24,28,31
凯撒	1,3,7,10,12,16,17,18,19,22,23,25,26,27,29,31,32
凯撒大帝	31
凯斯	32
凯旋	1,2,10,15,16,17,20,25,27,29,32
凯普	5,24
凯普莱特	5
凯歇斯	10,32
凯歇斯上	32
凯歇斯像	32
凯歇斯及	32
凯歇斯外	32
凯歇斯有	32
凯歌	22,31
凯特	5,31
凯特林	5
凯琴琳	24
凯瑟	1,14,17,19,24,31
凯瑟琳	1,14,17,19,24,31
凯茨	25
凯茨比	25
凯蒂	1,17
凯西	11,12,26
凯觎	22
凯里	19
凰	12
凳子	0,1,5,14,15,20,21,22,30,31,32
凶	1,4,9,14,15,20,31,32
凶信	31
凶兆	22
凶光	1,7,20,22
凶变	25
凶器	5,7,25,32
凶多	3
凶徒	1,5,7,15,20,23,26,27,29,31
凶心	31
凶恶	1,5,6,7,8,9,12,13,15,17,20,22,24,25,26,27,29,31
凶悍	1,14,17,19
凶手	2,5,6,7,12,13,16,20,21,22,23,25,26,27,29,31,32
凶暴	0,2,7,13,15,26,27,28,29
凶杀	25
凶杀案	25
凶来	9
凶横	31
凶残	20,25
凶涛	6
凶灾	25
凶焰	22,31
凶犯	5,25
凶狠	0,1,7,8,9,11,12,16,19,21,25,27,29,31,32
凶猛	1,5,7,12,15,17,20,21,27,31,32
凶相	2,17
凶神	3,9,10,15
凶讯	10
凶险	2
凶鸟	22
凸得	23
凸窗	0
凸起	15,23
凸镜	27
凹	10,29
凹凸	27
凹凸不平	27
凹凸镜	27
凹陷	1,6,8,16,32
出	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
出三	23
出丑	3,7,10,17,18,19,22,26,31
出世	0,1,4,7,8,9,10,19,20,21,24,25,28,30,31
出个	0,11,18,19,20,30
出之于	10,11,12,20,27
出乎	0,4,17,24,31
出乎意外	4,24
出乎意料	31
出乖露丑	9,11,20,22,31
出乱子	7
出事	6
出于意外	4,27
出些	0,3,16,17,20,25,27,29,30
出亡	3,13,16,27
出产	12,15,17,31
出人命	1,18
出人意外	1,3,5,10,16,29
出人意料	6,20
出人意表	4,23,31
出份力	17
出众	8,9,12,14,16,19,24,25
出使	21,24,31
出像	19
出入	16,17,18,20,21,24,25,26
出兵	1,2,17,22,31
出其不意	29,31
出典	1
出出	6,14,18,29,30
出力	1,2,3,4,5,8,10,12,17,18,20,21,22,23,26,28,29,30,31,32
出动	17,20,22,25
出卖	1,2,3,4,5,6,8,10,11,16,17,18,19,21,22,24,25,26,29,31,32
出卵	10
出去	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
出发	0,1,2,3,5,6,7,9,10,11,12,14,16,17,20,21,22,23,25,26,28,29,30,31,32
出口	1,2,3,4,5,7,8,10,11,12,16,17,18,19,23,24,25,26,27,28,29,30,31,32
出口伤人	12,19,28,31
出名	1,3,11,14,15,28,30
出名门	11
出味来	0,4
出国	8,28,31
出国境	28,31
出场	1,4,8,19,21,23,24,27
出埃及记	6,16
出城	2,11,31
出城往	2
出境	2,5,11,25,27,31,32
出声	2,7
出壳	0
出外	2,7,8,10,19,32
出大言	20
出天	21
出天潢	8
出头	0,1,2,3,5,6,14,17,21,22,23,25,28,31
出头露面	3
出奇	2,17,21,24
出奇制胜	17
出奔	3,15,25
出嫁	4,5,8,9,14,16,20
出家	5,9,18,23,24,31
出家人	9,18,23,24,31
出尔反尔	13,30,31
出尽	12
出巡	6,23,24
出师	3,20
出席	6,19,22,24,29,30,31
出庭	4,24
出彩	31
出征	1,2,3,7,10,17,22,24,25,26,27,29,30,31
出得	26
出息	1,2,4,5,10,12,18,25,30,31
出戏	1,7,24
出战	1,21,22,31
出户	6
出手	0,4,13,14,16,31
出新	27
出有	17
出此	0,1,11
出此下策	2
出毒	7
出比	6,12,29
出毛	6
出毛病	19,31
出气	2,11,16
出汗	1,16,24,25
出没	5,29
出洋	17
出洞	1,8
出浴	12
出海	25
出港	6,10
出游	12,31
出炉	25
出版	13
出狱	13,23
出猎	1,29
出现	0,1,2,3,4,5,7,8,9,10,11,12,13,15,16,17,18,19,20,22,23,24,25,30,31,32
出生	1,16,20,24,25,29,31
出生入死	1,29
出神	0,4,5,7,14,21,22,26,32
出神入化	7
出租	27,30
出笼	18
出羊	1
出胎	25
出自	3,5,11,17,20,23,25,30,31
出色	0,3,4,15,16,17,18,19,24,26,28,29,30,31
出营	10
出血	1,6,10,19
出行	23
出角	16,18,19,21,30
出言	0,4,5,10,17,18,19,20,21,22,23,26,27,28
出言不逊	5,17,21,22,28
出言吐语	20
出让	31
出语	19
出谋献策	24
出账	18
出走	2,3,4,11,12,16
出起	21
出足	30
出路	20,23,24,27,31
出身	1,2,3,4,5,8,11,12,13,14,15,17,18,20,24,25,29,31
出身高贵	5,8,14,17,25,31
出过	1,2,14,23,29,31
出钱	1,6,7,8,9,13,16,31
出门	0,18,26,28
出阵	32
出险	6,11,20,31
出面	24,26,30
出鞘	5,17,21
出风头	1,3,6,17,18
出首	20
出马	1,20,21
出鬼	3,10,21
出鹰	7
击	0,7,10,16,25,26,31
击下	5
击中	2,7,21
击中要害	2
击人	31
击伊摩琴	12
击倒	12,25,27
击剑	0,5,6,18,30
击动	10
击平	20
击杀	25
击毙	31
击溃	7,31,32
击瓶	26
击破	27,31
击触	27
击败	1,7,10,12,24,31,32
击退	2,12,25,27,31
击霍纳	31
击鼓	28,31
函件	12
凿	9,23
凿凿	4,12,30
凿子	4
刀	0,1,2,5,6,7,8,12,13,15,17,18,19,20,22,24,25,28,29,31
刀下留情	17
刀会	5
刀伤	21
刀儿	3
刀兵	10,31
刀刃	22,24,32
刀削	17
刀剑	1,2,3,4,5,6,7,9,10,12,13,17,18,20,21,22,25,26,27,28,29,30,31,32
刀割	31
刀匠	6
刀口	25
刀头	25
刀子	0,1,5,6,7,11,12,13,17,18,20,21,22,24,26,29,30,31,32
刀尖	29,30,31
刀山	22,31
刀把	1,24
刀把子	24
刀来	22,31
刀枪	1,10,17,25,27,28
刀枪不入	28
刀柄	25
刀痕	25
刀笔	7
刀达	24
刀锋	23,31
刀鞘	1,3,31
刁	12,14,17,18,26,30
刁恶	0,1,15,23
刁滑	0,31
刁钻	0,16,19,22,23,30,31
刁钻古怪	30
刁难	1,24
刁顽	28
刃	0,7,22,24,31
刃口	31
分	1,2,3,5,6,8,9,10,12,13,15,17,18,19,20,21,23,24,25,26,27,29,30,31,32
分一杯	14
分上	0,4,9,10,17,18,20,24,31,32
分不出	8,30
分不开	1,15,18,19
分不清	31
分两	30
分为	1,7,16,17,27
分享	2,4,10,11,13,15,16,20,25
分任	2
分作	16
分内	22,30
分出	2,18
分到	18,20
分割	25
分化	1,27
分叉	15,28
分发	32
分土	20
分外	0,14,17,19,27
分头	6,17,25,26,31
分娩	8,23
分子	1,2,4,10,32
分守	17,19,23,31
分家	24
分寸	0,3,6,21
分封	10
分岔	21
分崩离析	31
分工	2
分工合作	2
分庭	0,8,13,20,21,25,26,31
分庭抗礼	0,8,13,20,21,26,31
分开	1,4,5,6,7,9,13,15,19,20,21,24,27,31,32
分成	2,6
分手	1,2,3,4,10,11,12,13,16,19,26,27,28,30,31,32
分手时	31
分担	2,3,4,16,19,24,25
分拆	15
分挑	25
分据	7
分授	29
分摊	25
分散	1,3,5,8,10,13,25,26,28,31,32
分文	1,13,31
分明	6,10,12,17,19,22,25,28,31
分晓	2,4,10,19,20,21,22,25,29,31,32
分有	27
分析	19,31
分歧	3,22,24,26,32
分治	10
分泌	13
分派	2,10,32
分清	31
分清敌我	31
分界	25
分界线	25
分离	0,2,5,9,10,12,24,31
分秒	31
分立	8
分给	1,2,7,13,14,20,30,31
分而为	19,27
分裂	1,2,6,10,13,20,21,27,29,31
分解	5,21
分说	6,8,20
分赃	1
分身	0,17,28
分辨	7,10,12
分辩	1,26
分送	0,6,24
分配	2,10,15,20,25,31,32
分量	0,7,8,12,14,24,26,31
分钟	0,1,2,3,4,5,7,8,10,12,15,16,18,19,22,24,26,27,28,31
分隔	0,21
分飞	3
切	1,8,14,31,32
切下	9,18
切下来	18
切不	7,11
切不可	7,11
切切	3,23
切切实实	3
切勿	25
切实	3,7,17,22,26,27
切实际	17,26
切开	18,20,22,29
切得	1,12
切成	0
切断	2,12,17,21,22,25,32
切斯	24
切望	12,23
切着	13
切肉	2,19
切莫	25
切起	17
切身	1,10,11,13,20,22,23,26,29
切身利益	23
切题	25
切齿	2,10,21,22,28,31
切齿痛恨	2,10,31
刈	28
刈除	10,19
刍秣	15
刍草	28
刑	22,23,25
刑具	1,4,12,20
刑场	1,4,9,12,22,23,24,25,29,31
刑官	2,6
刑床	6
刑期	23
刑法	5,26,30
刑章	23
刑罚	4,6,7,11,13,17,19,20,21,23,26,30,31
划	22,29
划一	22
划出	13,18
划分	3,17,20
划子	11
划归	6
划成	20
划破	15,22
划策	11
划船	14
划艇	20
划过	9
划近	28
刖	21
列	1,10,22,24,25,31
列下	0
列为	1
列举	1,6,7,12,16,31
列位	0,1,2,3,4,5,7,8,9,11,13,14,15,16,17,18,19,24,26,27,30,31,32
列克	1,17,25,31
列入	1
列国	4,10,13,23,29
列圣	9
列坐	13,27
列好	31
列宿	1
列席	24
列座	8
列斯	25
列星	19
列班	28
列祖	1,12
列表	11,28
列载	2
列邦	1,8,28
列队	1,2,3,7,10,12,21,22,25,31,32
列队行进	7,21,22,31
刚	0,1,3,4,5,6,7,8,11,14,15,16,18,19,21,24,27,28,31
刚健	7
刚出	18
刚刚	0,7,10,11,12,13,16,18,20,22,25,26,27,31,32
刚刚开始	27
刚到	20
刚勇	1,25
刚发	2
刚好	0,6,17,19,30
刚巧	5,6,7,9,11,12,13,19,29,30
刚强	1,2,3,14,20,22,27,31,32
刚愎	1,20,22,25,31
刚愎自用	20,22,25,31
刚才	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
刚来	28
刚死	7
刚毅	2,31
刚满	0,3
刚特	1,7,25,27,31
刚特下	27
刚特之子	27
刚特及	27
刚特死	27
刚生	4
刚要	8
刚鞭	31
创	10
创下	4
创世	0,6,7,16,30
创业	25,31
创于	11
创伤	1,2,6,8,9,10,11,15,16,21,24,25,27,29,30,31
创作	19
创制	17
创始	4
创孔	32
创巨痛深	2,22,29
创平痍复	11
创建	25
创疤	3
创痕	2,5,7,10,11,25,29
创痛	7,25,29
创立	7,24
创血初	1
创造	2,3,9,10,13,17,19,24,25,27,31
创造者	2,17,19,27
初	1,3,6,10,12,22,24
初一	24
初出茅庐	10,30
初到	14,27,31
初升	17,25
初历	8
初响	20
初夜	31
初夜权	31
初履	6
初建	25
初心	7
初掌	23,25
初握	2
初放	4
初春	7,32
初期	32
初次	1,6,10,12,16,21,28
初次见面	21
初步	1,17
初生	1,5,8,10,15,19,25,29
初衷	1,2,29
初露	12
初露头角	12
删节	17
删除	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
判	2,5,20,23,24,31
判下	31
判下去	31
判他	17,23,31
判作	31
判决	1,2,3,4,5,6,7,8,10,11,12,16,17,19,20,22,23,24,25,26,27,29,31,32
判决书	25
判处	2,13,17,20,23,26,29,31
判处死刑	2,13,17,20,23,26,29,31
判官	0,1,6,20,23,24
判定	13,14,25,27
判归	27
判得	6
判断	0,2,3,4,6,7,8,9,10,12,15,16,17,19,20,21,22,23,24,25,26,27,30,31,32
判死罪	25,29
判给	3,6,23
判罪	23,27,30
利	4,17,20,24,31
利七世	24,25
利之徒	2
利于	2,5,12,17,24,25,27,31
利五世	1
利亚	5,8,10,12,15,19,24
利亚人	12
利人	3,6,12
利佛斯	25,31
利八世	24
利刃	1,5,7,8,22,25,27
利刺	16,21
利剑	2,5,7,10,12,17,21,22,26,30,32
利口	19
利可图	7
利嘴	2,12,19,26,31
利器	5,17,22
利四世	1,18,27,31
利奥	2,3,29
利娅	4,9,19,26
利娅率	26
利害	2,4,7,10,11,14,19,21,26,27,29
利害得失	4
利市	1,4,11,18
利恩	7
利息	0,3,6,13,21,30
利文	7
利斧	5,7,31
利是	10
利权	20,31
利比	4,10,21
利比亚	4,10,21
利泽	4
利泽是	4
利泽遍	22
利润	25
利爪	3,8,15,31
利用	1,2,3,4,5,7,10,11,12,13,14,16,19,20,21,22,23,24,25,26,27,28,29,30,31,32
利益	1,2,4,6,7,8,10,12,13,16,20,22,23,24,26,27,31,32
利禄	7
利科丽达	8
利箭	7,8,16,19,22,30
利纳斯	2
利莎	0
利落	31
利西	10
利负	10
利钝	7
利钱	6
利齿	8,10,20,25,27,31,32
别个	18
别仗	31
别以为	0,9,31
别作	19
别信	30,31
别出心裁	0
别动	4,6,17,24,29,30,31
别去	0,10,17,18
别去理	28
别发	18,23
别叫	15
别号	18
别名	7,14,19,23
别向	0,18
别吵	12,20,21,23,31
别响	16,28,31
别哭	2,4,29
别唱	23
别噜	0
别嚷	6,11,26
别墅	1
别多	1,11,14,21,23,26,30
别多话	9,30,31
别太	3,21
别存	17
别尽	2,7,18,23
别往	17
别忘了	5,18,23,30
别忘记	4,13,14,30,31
别忙	3,6
别怕	1,4,9,11,14,18,23,32
别急	2,9,18
别怪	17,30
别恼	0
别想	17,25,30,31
别愁	17
别意	21
别慌	32
别扭	1,2,5,10,13,14,25,26,30,32
别扯	3,19
别拉下	4
别拉住	5
别提	2,7,9,18,22,26,31
别放	14,18
别族	16
别无善念	25
别无所求	3
别无生	2
别有用心	8,25,31
别有用意	4,13,31
别望	22
别来	31
别样	0
别理	5,6,8,13,14,26,30
别生气	0,5,9,12,14,16,18,19,28,30,31,32
别看	16,24,31
别着	17
别着急	17
别碰	31
别种	4
别站	5,16
别绪	26
别缠	5
别罗哩	14
别老	26,31
别耍	19
别胡说	0,9,11
别致	3,7
别见	31
别见怪	17,23,31
别谈	31
别跑	20
别跟我	9,16,18
别送	17
别逃	15,18,21
别邸	27
别针	1,3,19
别问	21
别闹	0,1,2,5,9,11,14,18,20,21,29,32
别骗	18
刮	4,7,20,22,29,31
刮下	1,28
刮下来	28
刮到	22
刮得	20,31
刮掉	27,31
刮目	21
刮目相看	21
刮起	24
刮髓	12
到军	2
到勃	32
到勃列	27,31
到场	31
到处	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,29,30,31,32
到头	0,3,4,5,12,13,17,21,22,24,25,31
到头来	0,4,5,12,13,17,21,22,25,31
到威	7
到宁尼	15
到安提	8
到家	3,6,22,27
到尼纳斯	15
到底	1,2,5,6,8,9,10,11,13,14,17,18,22,23,24,25,26,29,30,31,32
到府	0
到庭	6
到手	0,1,4,13,14,15,16,17,20,21,22,25,31
到斯贡	22
到时候	4,5,6,17,24
到期	1,6,13,21
到来	1,2,3,4,5,6,7,8,10,11,12,13,14,16,17,19,20,21,22,24,25,26,27,29,31,32
到来之际	4
到极点	11,20,26
到此为止	17,31
到达	0,1,10,11,17,24,25,27,28,31
